Campaign_Type,Duration,Budget,Audience_Size,Audience_Age_Group,Engagement_Rate,Conversion_Rate
Snapchat,55,14.886289444020546,1250,25-34,7.029123926132735,3.9316151276424116
Instagram,37,51.71429440740684,69269,45-54,9.31225629840338,4.756541858585058
TikTok,39,10.556365937452556,91556,55-64,9.187569766953716,3.196114340638682
YouTube,58,78.4633303481225,12027,35-44,6.5630906635949025,0.7144479003353459
YouTube,14,47.013165670967545,68575,35-44,7.757262048486283,2.2333616406421926
Snapchat,4,41.72791826927249,61852,25-34,1.032194792304939,0.6455840524275206
YouTube,39,15.643412582792099,63167,55-64,9.14518462606874,1.7987760418076897
Snapchat,10,96.4987306628457,47771,35-44,6.285908759874127,2.786002595787738
Facebook,13,55.33231099176946,65987,45-54,9.018216686284688,0.2593927468741293
Snapchat,55,65.04549030316593,31356,18-24,8.240915569506804,1.7275976969163584
Instagram,13,92.23211633258504,32823,55-64,1.1167921550361293,3.928355637118562
Instagram,35,86.8609763582767,56002,18-24,3.4366162914978524,4.868065306235569
YouTube,15,47.0153715030245,61156,25-34,1.2904869463991024,0.9611390654300599
Snapchat,40,56.861237696835275,83645,45-54,7.2656582349151595,0.7437313446990745
Snapchat,14,22.78459159381928,10616,18-24,3.570258818973837,1.201924151470374
Snapchat,37,96.34599869510663,21995,18-24,4.7442707172835465,4.99457702637882
Facebook,6,92.08727477545654,81092,35-44,5.8537142448666515,4.3902163518521204
TikTok,1,64.2483296134663,15835,35-44,8.3619685715775,2.417248750403103
YouTube,46,36.91311233069605,43868,45-54,3.9980724091483446,4.30576165763392
YouTube,15,91.39655580731045,38702,35-44,8.783619663043105,0.7170289481724653
Facebook,26,28.691753026981416,20542,35-44,1.4307327822273597,2.419527184145351
TikTok,27,10.419274968741734,99331,45-54,8.231032204158598,4.225535990528831
YouTube,48,52.57795104879181,87674,55-64,5.075228024811033,1.4850748674883114
YouTube,52,82.82431751500054,78015,55-64,3.86446899321654,3.903364616205442
Instagram,59,11.234638035627961,9282,18-24,4.520710163175657,1.2600907582279202
Instagram,55,72.08545665591083,28835,55-64,5.260442098748326,3.7447660920385966
Facebook,58,63.151265342509866,75876,35-44,7.520274464568016,3.936301301780098
TikTok,14,18.55282303531939,78959,55-64,9.326382596269697,4.3149009491501324
Snapchat,23,35.71942462459977,56518,55-64,6.423916380349933,4.08001901196261
YouTube,59,85.04077625548088,75383,45-54,4.508469699053188,0.4436571105032604
Instagram,36,68.8889095191511,64751,55-64,5.8967472851559295,2.626413134449356
YouTube,15,45.00963416165618,40924,25-34,9.659267899334758,2.657413184914429
TikTok,17,22.744785033586492,78017,55-64,1.7741631553260642,3.76573206803396
TikTok,15,56.15239997966074,55296,18-24,3.2432739321715314,1.5082731895327393
Snapchat,18,68.87147198897392,54366,25-34,4.7979363196257045,4.6319601579126015
Facebook,18,16.087173725459117,1931,25-34,4.266344090880782,3.69987586533663
Instagram,5,29.22864323270036,46219,25-34,1.4851007968886896,3.6403185823681583
Instagram,53,35.34774686886686,51240,25-34,4.762089168408551,2.18652888344827
Facebook,17,58.28287232118301,29450,55-64,8.69778215352541,4.162827027625121
Instagram,35,92.76669693056078,16942,45-54,7.895622360796992,1.9879189130340287
YouTube,35,70.30283227858902,68375,55-64,4.588470485884473,3.1450790612439548
TikTok,4,10.739605134671898,55573,35-44,6.324252401013701,4.480647363638528
TikTok,14,79.26434992148174,78315,45-54,6.274616466745526,4.175386194552678
Snapchat,9,14.528659902123213,17070,55-64,1.1397569441371276,2.178788222600495
YouTube,36,87.02885908208847,62234,45-54,1.2678059233363421,2.11471716623149
Instagram,1,48.21894382880859,44256,45-54,7.953494479170538,4.9398440266813815
YouTube,28,91.38899723577053,2383,35-44,4.2635259973658055,1.9493060640512325
Snapchat,28,62.41023904146311,1496,25-34,9.460280597139631,0.6509305719797461
YouTube,10,42.150798615208885,5487,55-64,2.4639224404562,2.735960063489299
Instagram,2,66.25291376901467,50822,25-34,5.2556077884328,0.4311119343147046
TikTok,43,17.86337699826735,8821,18-24,8.938602795923126,0.4365545543139472
Facebook,40,10.322791166224375,50411,35-44,7.39603003875967,3.5271417553103634
Instagram,36,28.801586451414238,71467,25-34,3.104086349024105,0.538403190084607
Instagram,36,86.90565838100862,96142,55-64,3.0045139078698204,0.2103581896948129
Instagram,38,48.960991707880986,18378,25-34,4.472212674055675,1.1889912139833518
YouTube,36,84.8423183896798,29563,18-24,9.37377305830875,0.4827603970662825
Facebook,25,36.400338186515384,30814,45-54,1.7959393472112666,1.6904836362986344
Instagram,23,72.98268181003158,21399,18-24,4.973930307681224,4.243335273064329
Facebook,38,16.772115753221748,76607,35-44,3.0113139775474256,1.885195762695738
YouTube,26,94.87811217175881,72208,35-44,3.9769447117707335,1.8121334694667206
YouTube,5,84.65848588004768,62431,18-24,7.137045091656157,4.0931929751998135
Instagram,14,23.561156566375807,32863,18-24,6.713280571599492,4.558291719856893
Instagram,14,27.293610952486283,56394,45-54,6.071718933074918,2.0923941116483187
Facebook,23,11.531675072672131,44825,45-54,1.8687773190990769,1.0540522395759062
Facebook,43,98.38290036354323,3621,25-34,1.6959166880499126,2.0600932062981454
Instagram,23,88.68197745279274,19487,45-54,3.3939032890953595,1.8839798679786484
Facebook,41,32.37900582155333,11095,25-34,1.4449187352604969,0.42968803614058015
TikTok,40,65.50443294025314,65250,55-64,6.2252488408024105,3.3465393043289318
Instagram,36,85.97780912591976,51244,18-24,6.837249706204506,0.34016196763100215
Snapchat,13,82.2656309187775,28037,35-44,4.903483837533516,0.15199011622291148
TikTok,17,31.61369392535639,31667,45-54,4.489637298951282,2.3010620162103232
Snapchat,24,58.04970758064707,85944,25-34,4.772352329932172,2.0429087738545695
TikTok,4,64.11814152864073,33815,25-34,9.667861560821185,4.359179334609168
Instagram,11,24.636430044408964,9401,45-54,3.890238798676274,1.1702430543924247
Snapchat,40,22.13223678621369,68949,18-24,8.335856652579626,0.677849828831945
Instagram,11,22.99089915827105,24391,35-44,4.321963550209645,3.2573736214057187
Facebook,18,99.88742028019297,56912,45-54,8.901589533464808,4.544755483159127
Instagram,24,74.05129552899825,39637,18-24,6.001958718374415,4.593747139763234
TikTok,24,77.47397888853936,51682,25-34,5.220139998100685,0.7280392849415838
Instagram,59,24.565164151342785,68701,55-64,9.432141069493985,2.854331246516497
YouTube,31,10.19157796435237,79862,35-44,1.0649789033557846,0.970949103583401
YouTube,24,67.06215929089262,22246,35-44,3.7126750938011233,1.754680016369665
TikTok,28,12.204534732580715,85654,55-64,7.33210930832238,0.24871779282788892
Snapchat,11,89.71128710226773,34592,35-44,3.528622059879154,2.0514627140832076
Facebook,21,61.11284614859709,3043,55-64,6.418396776969466,4.748088090777107
TikTok,10,17.85157536381042,32816,35-44,9.377971266790977,0.7167318528088888
Snapchat,6,36.4911256389414,25641,25-34,6.54824210224309,3.7637481486452633
Snapchat,31,17.167110114689866,39235,35-44,8.980739110933332,1.4275433396761812
Facebook,30,75.02486120404917,65491,55-64,8.903503353351883,4.481529113616021
TikTok,28,71.05595322983442,3761,55-64,4.21666504948319,3.1836126066154846
Instagram,19,60.84714572078815,32297,35-44,6.081627458449995,2.879919325967809
Facebook,52,67.5516159831478,54123,25-34,6.5711344402203675,4.386122798811217
Snapchat,8,58.13190223008076,81560,35-44,2.6176633290041105,1.8677006025651148
Snapchat,43,11.378615619761932,84453,45-54,7.801093914940999,3.227859181532064
TikTok,15,77.82077248774878,28199,45-54,6.068065414610503,1.217664840755578
Instagram,1,30.328472319576658,58006,35-44,8.254621025454998,0.5401884292691832
YouTube,52,95.38022518674802,34793,55-64,5.785711494663904,1.5822257058711893
TikTok,1,24.362666409375596,85259,25-34,1.66993924775409,0.6252737843490149
TikTok,11,43.282918318881556,28896,45-54,5.206235098355492,0.10430454042949876
Snapchat,56,45.44039723069335,65961,55-64,3.757069612699536,3.868126721782138
Facebook,17,14.456657504632386,24265,45-54,3.9796994879544454,1.9087834711966547
TikTok,20,23.26269761018474,34690,35-44,1.126211037881884,2.729528628148634
YouTube,49,96.29744547827327,96259,35-44,4.487427584956414,0.5576038135240721
TikTok,15,98.35742154772036,14231,25-34,2.658732190473219,2.829045437998508
YouTube,49,98.69278178633344,80910,55-64,4.870695137460649,1.2585319123924978
Instagram,43,33.81728596688142,71104,55-64,5.583483776564867,2.123453354147083
Snapchat,41,30.3588080245791,99372,18-24,7.616764431330124,0.7881407193867588
Facebook,3,50.814379884935185,64437,35-44,3.0458551413160793,2.5571873292289173
TikTok,48,75.39084554277962,69442,18-24,9.082506722783567,0.5237699112884435
Snapchat,1,25.142032011629396,19667,55-64,1.382103772572043,2.5679312142625323
Facebook,6,90.25197186983948,12709,45-54,7.78695865105294,2.194560027977426
Instagram,51,43.82236783441103,9370,18-24,8.260367286412286,0.780073077879507
Facebook,22,78.50428308114066,5682,18-24,3.706916784783108,4.312360809387797
Facebook,58,13.348965684663805,45060,55-64,5.683174016811546,0.5069282635775346
TikTok,25,96.84759636618898,38291,35-44,3.943735995999926,4.026463289425575
TikTok,46,59.79344551783025,22514,35-44,9.545344050157023,2.927832089234207
Snapchat,37,88.15712649569583,6847,25-34,8.928859361129767,3.0392240895542186
Snapchat,45,66.80355436331789,27174,35-44,2.1851665415133645,3.5250094131485583
TikTok,42,89.84886344649313,87535,35-44,8.819210776256995,1.7575133619268977
YouTube,38,67.82712171936646,36695,35-44,4.3746784171828805,1.2036141967508376
Snapchat,10,71.32314032697366,72281,55-64,2.938615810153524,2.8519708835851194
Snapchat,30,49.82303649493385,20537,35-44,7.6211006854933245,4.454152429456171
Snapchat,30,39.62542011346767,44700,45-54,1.161291173729651,1.12772130547058
Facebook,17,79.96153021203048,74536,25-34,7.768187449239986,3.740904431202158
Facebook,27,27.44609057506963,55272,45-54,3.025420474359396,3.470895752887367
Facebook,55,94.75516155459275,36146,55-64,6.04399865035656,0.7548621392117859
Facebook,4,96.4730416628166,5854,35-44,6.193074292974199,1.4355762988022533
YouTube,59,95.49235026329009,5379,35-44,6.165663965491756,0.5937382706098563
Instagram,24,38.94918703655411,10985,55-64,8.052922286112706,3.5835515579842254
Facebook,6,17.589973036168438,18908,55-64,8.196976998659867,2.8814787744702457
TikTok,44,19.63786386549416,19891,55-64,8.976857525383195,2.8513852042438597
Facebook,29,72.84864193099725,24034,18-24,3.8267126187969676,3.1081563215926358
Instagram,12,38.6690702120072,29638,25-34,4.82832210259374,1.0988005965034213
YouTube,52,10.790481300640081,34830,55-64,5.562828287259817,2.8194042099939876
TikTok,51,32.741460956613025,73770,45-54,9.357189361509475,3.11845395886703
Instagram,28,88.98801834859913,42759,45-54,4.005969511637962,0.6620301450325456
Facebook,24,47.87942174477165,9510,25-34,2.8180047778433006,4.1729580979482925
Snapchat,7,23.712080061232196,20726,18-24,1.4612343617419097,1.4842970255185761
Instagram,29,73.67852051477016,83363,18-24,8.792687547848073,0.12369868790368957
Instagram,9,88.98651051931157,76477,35-44,6.153037407419714,0.6222082471799876
TikTok,13,91.21702492921406,36510,45-54,9.24613134586574,4.363758928301814
TikTok,52,37.58174451863901,29413,35-44,6.836701429396552,3.3805082656637566
TikTok,23,44.88478158209872,28440,55-64,9.030637093279934,4.6449931195362
Instagram,21,56.22865643347145,43667,18-24,8.004874296135895,1.5621505107408953
Instagram,38,23.429458069388506,80600,25-34,5.541824000345848,1.3677534220151715
Snapchat,32,11.370575064757176,47269,18-24,7.376702370512899,1.6892701960478977
Snapchat,56,21.64766093135642,19593,35-44,5.441756808948434,1.242871993468936
YouTube,34,89.45145904818253,46285,55-64,6.557956603819901,4.751935076456771
YouTube,6,28.961191230547055,16040,45-54,3.596336921058708,3.914027166129999
Instagram,32,10.741638807835617,26644,55-64,3.6574147774250307,1.2833535838506642
Snapchat,34,15.653762671057972,79639,18-24,2.2984294147872877,1.6776093640552288
TikTok,9,11.59666147170952,43514,18-24,4.977362500934171,4.2297444570985165
TikTok,33,22.90479382903269,51011,35-44,2.626645764106658,4.352864968143522
TikTok,55,54.16871822158495,39783,25-34,7.997841637653176,1.614128908556129
TikTok,2,96.34211607786284,69210,45-54,8.828715481093381,4.559626684477347
TikTok,59,61.41790722999849,33301,18-24,2.0351909596606412,4.5702020749162005
YouTube,19,63.07980606144866,2779,55-64,5.744457983246761,1.1410196432628594
TikTok,30,49.763878249756495,52534,25-34,5.752605815060393,4.5375349361886865
YouTube,47,57.07579451721853,93952,55-64,9.241986184848853,2.015210259453406
Facebook,30,58.41852197173909,28640,25-34,4.0618482314329185,0.3031810116973267
Snapchat,27,53.1445092017299,27130,35-44,9.644739354455973,4.957823915643477
Snapchat,46,56.830963771711446,38819,35-44,2.1495027502534514,4.794689686302937
TikTok,6,79.0753483474457,17281,25-34,5.480198174610092,1.1416131353740844
Instagram,6,84.60971426162793,66342,35-44,9.660167408731612,3.7965852312619837
YouTube,34,17.03979608542503,23523,18-24,1.512160215837191,3.9961895639503062
Instagram,57,18.318554311913406,39041,25-34,5.0382314261961145,2.121765041990846
YouTube,39,70.73734279048529,99215,18-24,4.059961367010439,1.8990460242202383
Snapchat,1,47.53920308385444,15068,45-54,2.8613636195265375,2.575494934527331
Snapchat,47,36.492567585984546,60905,18-24,8.425789806358758,3.1689414086583336
Facebook,21,40.654621778429856,29166,35-44,1.9736923708585774,1.3386332724163068
YouTube,48,64.11292059149321,44310,25-34,7.0663087889745855,4.538607911629375
Instagram,44,73.22981322866357,99603,35-44,7.191647781670697,4.553910097313081
TikTok,34,77.81190071990393,45451,35-44,1.4786562620653614,1.2613407393928513
Facebook,15,20.040397754209614,74715,18-24,2.214203480674766,0.9570620324065642
Facebook,40,34.57382441278651,1708,55-64,3.2401666471531945,3.417643474195178
Instagram,55,33.780771222440436,56276,45-54,5.474856909335294,2.2516514740816786
Snapchat,3,40.345414840634746,71280,55-64,6.997793099250496,4.624372399323885
TikTok,46,81.05692133326036,59996,45-54,8.263120029973285,4.1675505311820125
Snapchat,28,36.031136318394715,86672,35-44,3.966196326889918,2.3905458056939315
Snapchat,9,14.43892522712893,58205,45-54,2.4008844267547844,3.6252408967286787
YouTube,38,49.3000908125848,97257,45-54,2.5950940693206346,2.8194454141230025
YouTube,20,81.64920018772457,6120,25-34,7.11454327134946,3.4878815980702647
Instagram,3,41.853097844551364,66327,35-44,5.309417974366797,2.2637980202349706
Facebook,8,63.211842567666864,64604,35-44,2.7064478444887796,1.0408141630126622
TikTok,36,38.36200359863447,28793,18-24,6.310204670790242,3.417819105400844
Facebook,46,63.07249346330438,4138,25-34,6.422404508697142,1.1666700643820018
Snapchat,51,61.390627127760915,63618,35-44,1.9739208598562097,3.0393797767521993
Instagram,40,65.39788791350674,51724,35-44,4.068278992947784,1.911563576293835
TikTok,15,76.98949218833496,2216,35-44,7.818746336426316,4.684203868031682
Facebook,34,25.153140333207915,80070,55-64,4.721767898560611,3.0446279057393073
Instagram,8,22.610623001785438,59180,35-44,2.5404005889498125,3.309338365031148
TikTok,56,16.77576183299283,26307,45-54,1.8314300723136043,3.24667678746795
Snapchat,52,20.93281687383369,93550,35-44,6.005738316738944,4.5503976808512725
Instagram,54,45.94278639852426,79205,45-54,3.132684887530476,0.895022178589753
Facebook,54,90.77532481117551,59109,25-34,9.203024267247269,4.633416062752312
Facebook,17,80.06733748662181,92946,18-24,4.844187745068408,1.7851419448635795
YouTube,25,34.188796447120524,80102,25-34,2.406113430902652,1.377086808843036
Instagram,31,37.330945943544734,34515,18-24,3.0316172341996106,3.366216553374049
Facebook,39,73.80826483098073,34914,25-34,6.538745161943186,4.373935706137101
TikTok,45,59.636771125102065,32031,35-44,2.8620027966375226,3.500539031360923
Snapchat,8,12.996721304503389,43740,45-54,4.6726505957772595,3.350196022823466
Snapchat,48,91.90852875012902,39404,35-44,8.228591777509704,1.7428951456676476
TikTok,38,63.315917616318686,43403,25-34,8.955515099637289,0.4428866356337011
TikTok,42,32.03918034110441,59279,55-64,9.923897053610046,2.4386624792104157
Snapchat,45,76.8675985477316,70505,35-44,3.398464163016783,3.3409554245594766
Facebook,20,89.48526605960993,66514,55-64,2.992627376845152,4.939843121485305
Snapchat,16,48.47237764049884,64656,25-34,9.024797070455692,2.671797104160236
TikTok,28,91.74325274385549,64255,55-64,8.82697763316704,2.897340182099277
Instagram,11,89.02569739457233,43665,18-24,4.099210253474989,0.5903573985299905
Instagram,18,50.47633630512856,35844,25-34,8.836228946448784,0.9126026738970936
Instagram,32,36.15868866404377,32490,18-24,9.05246758903736,0.8024682563568594
TikTok,33,92.07174710018668,10647,45-54,8.680709501983966,1.3494753875801528
TikTok,55,82.88136633298922,33345,55-64,5.26337871836991,3.247767246604346
TikTok,54,11.224840978697015,99008,45-54,7.497689929056233,1.8356555140931712
Snapchat,29,70.12424173703388,17119,35-44,5.013189649036161,1.6680851142387805
TikTok,43,70.16442337554417,44869,55-64,6.826623177786019,1.106573488053604
Instagram,6,73.29992210318596,7526,45-54,7.816693952085133,0.18830804352496677
Instagram,27,20.326654432898145,42272,55-64,8.362397096058709,1.0605569833364636
YouTube,34,62.061058429473405,57997,45-54,9.349716457815356,2.4939058479003022
Snapchat,54,72.6140079176912,58663,18-24,2.4905063595918606,4.712893135871367
Facebook,52,98.97261107385971,85109,25-34,2.058793961102647,2.529386571785101
TikTok,38,95.9206196425631,30177,45-54,2.230900701220775,2.2114385997309736
Snapchat,11,59.00762378657633,54382,25-34,3.7538497336612915,4.545849583183113
Snapchat,56,37.75825911590105,47602,35-44,2.435659783855103,3.5485922250060855
YouTube,49,36.549151546474896,49314,35-44,6.099446851211655,0.9206553557536324
TikTok,7,13.979173060393814,91852,45-54,9.781888078523298,1.2271894764462883
YouTube,38,79.09599924956689,41513,55-64,6.608391246145353,4.569732369048013
Facebook,32,57.9675185888533,64404,25-34,1.6816856044959776,1.6668140742937043
TikTok,30,33.701881762191206,58973,55-64,5.440738344241746,0.8644998104115463
YouTube,24,15.388267924088531,63035,55-64,5.944339274907679,4.723985964852746
Facebook,46,30.830578327659882,31607,45-54,7.251370551882507,3.1221363936596207
Facebook,21,57.695995966419304,78001,35-44,3.5717909863199955,3.3007927900092127
YouTube,15,83.05329329641646,43988,45-54,6.115822765021171,1.4541580613868104
TikTok,3,55.83867850453041,14777,45-54,6.349849500636707,3.029762136859982
YouTube,7,79.79551979740906,49682,45-54,9.995965533915982,0.33915882743934433
TikTok,21,97.92124616655556,78593,55-64,9.539314353168772,1.7502817258879322
TikTok,24,28.09514496805153,61996,45-54,1.5129477610037088,4.862667746421804
Snapchat,47,24.25670297215007,5047,55-64,8.747879561636493,3.3153356734427843
Snapchat,17,84.35801339314041,23402,45-54,9.357204020965769,2.7561287280180347
TikTok,21,98.10620453276024,23783,35-44,6.242227299082554,3.8244983644603945
Instagram,22,64.9950131191403,92225,25-34,4.176738730446644,1.772348848465496
YouTube,46,63.45064948239262,18927,35-44,6.4990845080928334,4.224236944286843
Facebook,17,98.84082649246021,43559,18-24,7.20570743923226,1.695137162821416
Snapchat,3,75.42625783658164,56313,18-24,2.8796141867670877,1.2091436555054802
TikTok,36,64.45820880635213,90468,35-44,3.9942459530671126,2.284070497233616
Instagram,39,26.61736587719514,18930,25-34,2.291222117091726,0.8187344574097801
Facebook,8,25.70826696109532,64139,45-54,3.928722649711512,3.6997417632372067
TikTok,34,68.63894827669826,93069,55-64,2.961095460727459,3.5836383296196317
Facebook,22,75.0231299498723,76518,18-24,3.9214316485738707,0.18481565821905893
YouTube,50,20.09793240194623,69439,35-44,4.459705935409259,0.9187215056385658
YouTube,48,13.232409097897808,27409,18-24,3.074238305117917,4.8864835208795965
TikTok,11,80.76074284127088,19909,25-34,7.469975121144958,0.9200803635807193
Snapchat,47,78.73099215338608,28514,25-34,8.565691208249124,3.3219514965265127
Facebook,6,63.132434250323165,47895,18-24,4.799964123481283,0.3756678090189798
YouTube,22,45.380811603988214,13540,25-34,6.512792368232281,1.0824807007330202
Instagram,5,35.26971469455465,96406,45-54,1.8217464256082323,2.9909212475176714
Snapchat,40,82.09737709427971,24209,45-54,5.287756932173097,3.5057408091068214
Facebook,54,41.21103406958285,44942,45-54,4.361246536866977,3.3315157046811867
Instagram,14,24.877431665162025,23895,35-44,2.34775130553829,0.7170081440669787
TikTok,17,35.638723001810035,38753,55-64,7.515297934917842,4.406079266266346
TikTok,45,23.340153670638976,79288,55-64,3.118431892828955,3.7203646316141055
Snapchat,29,99.28954524501727,51612,35-44,3.0050779707935025,0.4015777472227916
YouTube,43,83.82240223950723,59386,18-24,4.314893844397817,2.8517929969990368
YouTube,14,98.96841430785715,47315,35-44,9.19003509413279,2.184192737153061
Snapchat,14,55.81297768054878,81944,45-54,4.652536542854566,0.6305331489216925
YouTube,52,82.47074704348371,35135,25-34,4.676397083716841,4.398063856975103
Facebook,24,38.941024128885445,24927,35-44,7.634190377500895,2.8761536083620443
TikTok,5,39.0720390720728,5667,35-44,6.482233733690126,0.6206422926770679
YouTube,56,53.46485201381826,56286,45-54,1.0049051287045292,4.593756104941675
YouTube,18,39.746704494914155,95763,55-64,4.921467049385718,2.0547029736044364
TikTok,31,64.20983989777451,70485,35-44,3.2971391968123176,1.5692227416782567
TikTok,12,19.538151226377966,58868,18-24,2.878549781197858,0.5844096213318843
TikTok,18,33.170200845052165,13315,55-64,4.104238853966158,2.6036236622042863
Snapchat,9,67.03719840001258,34679,55-64,5.015825191827007,1.744953472961758
TikTok,58,60.201379009788646,52611,55-64,4.792329547578188,1.6829071216326257
Snapchat,17,16.767370888318872,45141,55-64,1.1760901585535048,3.2620851176259484
TikTok,42,35.493486738031976,8056,55-64,7.478291836607898,3.2257963585090415
Facebook,49,97.75649618669175,11033,35-44,5.4732288011882435,2.9516355765830466
Snapchat,27,95.87062884592186,88482,55-64,5.400773266606452,1.8727964533371462
YouTube,35,30.447659702802056,64775,18-24,4.505170012527083,1.3550703292149253
TikTok,58,57.83216435176666,80282,35-44,8.509925734879726,2.021014787723604
Facebook,37,66.2297092693575,13696,55-64,9.790883675645572,2.782340825520136
Instagram,1,91.59283074088485,30336,18-24,1.589175780229458,2.6398537736924483
TikTok,46,90.1653721351993,91060,35-44,4.148887487460259,0.8187825989228424
Snapchat,50,86.57590359352565,32414,25-34,9.159137639909309,1.9782262561294226
TikTok,9,97.64378624615281,73814,25-34,6.988048901031918,4.836883766241818
Instagram,36,12.170698842197869,4873,35-44,6.180453917026142,0.22477289332514488
TikTok,14,40.438357274806194,16739,55-64,2.780639969813863,0.4892433488650254
Snapchat,21,12.127179592848709,85609,18-24,1.5919723448148295,0.6280357537845358
YouTube,34,39.662247798655024,35194,25-34,8.509242403075786,4.59660906909074
Instagram,18,55.99380456626885,1347,55-64,5.356118163724835,3.730093094254603
Snapchat,59,31.77477711173674,33337,18-24,6.1499253303037875,2.5275760276291557
Snapchat,7,20.086339211257233,89927,45-54,4.163598182211587,0.527042831649711
Snapchat,45,25.000645133578573,52995,55-64,6.32093191023661,0.8518759198968557
TikTok,18,99.8905169103904,24413,35-44,2.9486832778665515,0.7876437788711169
Instagram,30,76.19013053833883,91541,45-54,5.366475467050403,3.233855909553888
TikTok,35,84.74640770551756,84794,25-34,6.399413123996722,3.797972032753519
TikTok,32,92.0664059596236,43482,45-54,1.0914685397538246,2.4570805365472914
YouTube,21,58.40441068353226,62577,45-54,3.047990259066317,4.236399757843616
Facebook,24,96.20299961292595,6329,55-64,2.7518911735182896,2.3980937082007094
TikTok,41,66.40262024997361,12480,45-54,3.5551667099057855,4.555231388848026
YouTube,25,86.139630561092,32291,35-44,3.900988978704193,1.1681345254140658
YouTube,12,81.71931075613294,65015,25-34,3.9951682088400853,4.646836656734137
YouTube,42,28.976333662685846,3557,35-44,6.9274294788517725,2.5290172289136983
Snapchat,19,80.9526886816238,48398,45-54,3.854793307643922,1.1007641136500081
Instagram,10,89.80466929735594,86613,25-34,2.8829625756228427,4.986280819346298
TikTok,10,32.12945859238297,19529,45-54,8.706266155125231,2.1504196826840927
Facebook,50,86.42521060742978,58479,25-34,3.7849285988609527,3.374175904986629
Facebook,30,51.687362441031524,48699,45-54,2.2487457377083437,3.483492348872106
YouTube,34,96.95665782317043,31512,45-54,4.890570405092046,2.4449748710438017
Instagram,47,48.7782312047011,20148,18-24,5.680369365192683,0.1366490500833088
Snapchat,32,17.115205157276485,85645,55-64,3.091760897199965,2.530730730091732
Facebook,23,23.993299267553233,5843,55-64,3.87568504291184,1.7690211906934998
Snapchat,26,11.968958475599113,68801,55-64,8.216402253972902,0.4855449499992718
Snapchat,6,58.89785206257532,64928,45-54,2.6257930576361765,0.46430203379016943
Facebook,41,95.07447337624974,1313,55-64,4.6339893084618025,0.19533449365245145
Instagram,36,26.33489725617804,70516,35-44,8.96804453354559,1.6164935123814284
Instagram,46,88.72988403871459,35686,45-54,8.173025664704475,4.42045467037406
Instagram,19,28.413648008824552,39200,45-54,6.671181238156369,1.0936264612934616
YouTube,23,95.9182282289545,87197,18-24,8.239504467583128,4.348000128769712
YouTube,34,14.01471706520418,22743,25-34,6.698477718113351,1.8080739654922036
Facebook,15,13.573455584489999,73597,45-54,3.71322795719653,2.27251886721343
Snapchat,34,73.32113289423779,26072,45-54,1.2761951487742547,2.995860085594606
Instagram,40,26.70905196124249,49889,25-34,5.20709472921995,0.3470870401912206
Facebook,39,71.20549904365402,53531,25-34,7.042436071441726,1.4802675046286498
Facebook,6,84.62760375755471,62187,18-24,3.1066904672246722,4.91248267564275
YouTube,2,74.75245273524055,59973,55-64,7.592381753644957,1.0089324669000126
Instagram,6,70.88924418189924,33207,55-64,6.996099878875773,3.422417791023097
Instagram,39,20.79741157965071,92081,25-34,6.093925554556835,3.3973905565682005
Instagram,32,23.730824778188435,95808,45-54,1.2990584271060217,4.535226406437352
Snapchat,34,95.09336518740731,17892,18-24,2.880207623171276,1.8220485763766499
Snapchat,41,70.60516342045895,48927,45-54,5.161888971871434,4.957986279760495
YouTube,45,78.45058508934608,18794,45-54,4.194628427846611,2.7078437387064067
Snapchat,2,91.31576926064967,45309,18-24,3.3074765389585283,3.2692077512971216
TikTok,21,24.62271441905663,64594,45-54,7.42428667479941,0.3032717585926039
YouTube,39,82.73697541149211,25625,45-54,5.981381619745392,2.83698410657918
TikTok,48,12.070522473801764,96446,18-24,1.317509924493108,4.129795289391299
TikTok,40,84.59782608231546,85458,18-24,8.313923832735988,3.2823057357109513
Instagram,21,80.96943028241644,24523,55-64,2.150641944115886,1.2631269491912784
Instagram,14,95.80064505549261,60211,35-44,2.5663946693819453,3.955904319647847
TikTok,44,15.702838370136798,72938,35-44,1.8816507850130142,3.8441311990265286
Instagram,20,18.50770687437833,26521,55-64,5.686449002979284,2.308878825612634
TikTok,44,36.271666285203814,9044,55-64,2.558003476692176,0.870673930549334
TikTok,26,97.3222189760033,21180,35-44,3.4953435386524516,2.9474646259752117
Instagram,57,20.80942950791647,38771,25-34,6.93334376198427,2.567054407649461
Facebook,53,61.89775302997061,7963,55-64,4.06780081765944,4.504881674866806
Instagram,2,51.9786315229501,61395,45-54,1.644249003387984,0.5766157750366285
Snapchat,45,25.187749967440272,44888,25-34,8.20561391765006,0.321730521217495
Facebook,6,14.459512878089264,21980,45-54,1.4690432395557889,2.6672498516173073
TikTok,6,24.7978554981437,88715,25-34,3.4414054571830954,2.46951027794999
Facebook,25,38.6263510533131,77992,25-34,2.395244345500876,4.622400386196027
Snapchat,27,71.00752813800287,7316,35-44,3.988006075574562,3.806336683407548
YouTube,58,81.02523223413988,42955,18-24,2.5016366102482683,1.1658198070664334
TikTok,29,65.1861937632824,37890,45-54,8.45089339679428,4.215379023324749
TikTok,35,24.736415051929313,70355,18-24,6.214611954511671,3.168290836537128
YouTube,53,70.98974190302766,59621,55-64,8.167951950146701,1.3880191838444706
YouTube,25,73.1232743192577,79585,55-64,6.988281496282286,0.7945734583399545
